Source.Name,ITEM_NAME,ITEM_DESC,ITEM_PRICE
Chichilas Tex,Soft Taco Combinado Menu,"Soft Taco Combinado Menu3 pieces
with wheat flour taco, with California sauce (homemade and seasoned sour cream), iceberg lettuce, salsa, cheese and guacamole  €15.10",15.1
Chichilas Tex,Soft Taco Barbacoa Filling Menu,"Soft Taco Barbacoa Filling Menu3 pieces
with wheat flour taco, with California sauce (homemade and seasoned sour cream), iceberg lettuce, salsa, cheese and guacamole  €16.10",16.1
Chichilas Tex,Enchilada Barbacoa Filling Menu,"Enchilada Barbacoa Filling Menurolled wheat flour tortilla filled with a filling of your choice and onions, bell peppers, with rice and beans as a side dish, enchilada sauce, salsa and gratinated with cheese  €16.10",16.1
Chichilas Tex,Chimichangas Barbacoa Filling Menu,"Chimichangas Barbacoa Filling Menurolled, deep-fried wheat flour tortilla filled with a filling of your choice and onions, peppers, cheese, as a side dish with rice, beans, salsa and California sauce  €16.10",16.1
Chichilas Tex,Power Fit Bowl Barbacoa Filling Menu,"Power Fit Bowl Barbacoa Filling Menuplate with rice, lettuce, beans, guacamole, salsa, California sauce, cheese, grilled beef and BBQ sauce  €16.10",16.1
Chichilas Tex,Chips con Salsa,Chips con Salsatortilla chips  €3.50,3.5
Chichilas Tex,Red Hot Chili Peppers,"Red Hot Chili Peppers3 pieces
red breaded jalapenos filled with cream cheese, served with mango dip  €3.50",3.5
Chichilas Tex,Nachos,Nachostortilla chips baked with cheese and salsa sauce  €4.50,4.5
Chichilas Tex,Nachos Supremos,"Nachos Supremostortilla chips baked with beef and cheese, with salsa sauce  €6.00",6.0
Chichilas Tex,Ensalada Mixta,Ensalada Mixta  €3.50,3.5
Chichilas Tex,Ensalada con Pollo,Ensalada con Pollowith fried chicken breast fillet  €8.00,8.0
Chichilas Tex,Ensalada ala Chichilas,"Ensalada ala Chichilaswith tortilla chips, Texas chili con carne and guacamole  €8.00",8.0
Chichilas Tex,Burrito,"Burritorolled wheat flour tortilla, vegetables, salsa, California sauce and cheese and a filling of your choice  €8.00  Popular",8.0
Chichilas Tex,Texas Chili con Carne,"Texas Chili con Carnestew with beef and vegetables, with wheat flour tortillas and chips  €8.00",8.0
Chichilas Tex,Chimichangas,"Chimichangasrolled, deep-fried wheat flour tortilla filled with a filling of your choice and onions, peppers, cheese, as a side dish with rice, beans, salsa and California sauce  €10.00",10.0
Chichilas Tex,Enchilada,"Enchiladarolled wheat flour tortilla filled with a filling of your choice and onions, bell peppers, with rice and beans as a side dish, enchilada sauce, salsa and gratinated with cheese  €10.00  Popular",10.0
Chichilas Tex,Quesadillas,Quesadillastoasted wheat flour tortilla with cheese and a filling of your choice  €4.00,4.0
Chichilas Tex,Soft Taco,"Soft Taco 3 pieces
with wheat flour taco, with California sauce (homemade and seasoned sour cream), iceberg lettuce, salsa, cheese and guacamole  €10.00",10.0
Chichilas Tex,Soft Taco Combinado,"Soft Taco Combinado3 pieces with wheat flour taco, with California sauce (homemade and flavored sour cream), iceberg lettuce, salsa, cheese and guacamole  €10.00",10.0
Chichilas Tex,Cornmeal Taco,"Cornmeal Taco3 pieces
filled with California sauce (homemade and seasoned sourcream), iceberg lettuce, salsa and cheese, with a filling of your choice  €7.50  Popular",7.5
Chichilas Tex,Cornmeal Taco Combinado,"Cornmeal Taco Combinado3 pieces
filled with California sauce (homemade and seasoned sourcream), iceberg lettuce, salsa and cheese, with a filling of your choice  €7.50",7.5
Chichilas Tex,Power Fit Bowl,"Power Fit Bowlplate with rice, lettuce, beans, guacamole, salsa, California sauce, cheese and an extra of your choice  €10.00",10.0
Chichilas Tex,Pizza Tex Mex,Pizza Tex Mexwith an extra of your choice  €10.50,10.5
Chichilas Tex,Pizza Tex Mex Mix,Pizza Tex Mex Mixwith beef and chicken mix and vegetables  €12.00,12.0
Chichilas Tex,Steakhouse fries,Steakhouse fries  €3.00,3.0
Chichilas Tex,Potato Wedges,Potato Wedges  €3.00,3.0
Chichilas Tex,Fiery Texas Potatoes,Fiery Texas Potatoesbaked with cinnamon and cheese  €4.90,4.9
Chichilas Tex,Crispy Drumsticks,"Crispy Drumsticks6 chicken wings 
with french fries, mango dip and salsa  €9.50",9.5
Chichilas Tex,Salsa,Salsa  €1.50,1.5
Chichilas Tex,Mango Sauce,Mango Sauce  €1.50,1.5
Chichilas Tex,Guacamole,Guacamole  €3.00,3.0
Chichilas Tex,California Sauce,"California Saucehomemade, spicy sour cream sauce  €1.50",1.5
Chichilas Tex,"Apollinaris Vio Medium 0,5l  ","Apollinaris Vio Medium 0,5l   inclusive 0,15  € deposit, 5,50  €/L  
  €2.75",2.75
Chichilas Tex,"Apollinaris Vio Medium 1,0l","Apollinaris Vio Medium 1,0l inclusive 0,15  € deposit, 3,75  €/L  
  €3.75",3.75
Chichilas Tex,"Apollinaris Vio Still 0,5l  ","Apollinaris Vio Still 0,5l   inclusive 0,15  € deposit, 5,50  €/L  
  €2.75",2.75
Chichilas Tex,"Apollinaris Vio Still 1,0l","Apollinaris Vio Still 1,0l inclusive 0,15  € deposit, 3,75  €/L  
  €3.75",3.75
Chichilas Tex,"Coca Cola 0,5l  ","Coca Cola 0,5l  contains caffeine 10,0 mg / 100 ml, incl. 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Coca Cola 1,0l","Coca Cola 1,0lcontains caffeine 10,0 mg / 100 ml, incl. 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Coca Cola Light 0,5l  ","Coca Cola Light 0,5l  contains caffeine 12,0 mg / 100 ml, incl. 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Coca Cola Light 1,0l","Coca Cola Light 1,0lcontains caffeine 12,0 mg / 100 ml, incl. 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Coca Cola Zero 0,5l  ","Coca Cola Zero 0,5l  contains caffeine 12,0 mg / 100 ml, incl. 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Fanta 0,5l  ","Fanta 0,5l   inclusive 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Fanta 1,0l","Fanta 1,0l inclusive 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Sprite 0,5l  ","Sprite 0,5l   inclusive 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Sprite 1,0l","Sprite 1,0l inclusive 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Mezzo Mix 0,5l  ","Mezzo Mix 0,5l  contains caffeine 6,0 mg / 100 ml, incl. 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Mezzo Mix 1,0l","Mezzo Mix 1,0lcontains caffeine 6,0 mg / 100 ml, incl. 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Apple Spritzer 0,5l  ","Apple Spritzer 0,5l   incl. 0,15  € deposit, 5,50  €/L    €2.75",2.75
Chichilas Tex,"Lift Apple Spritzer 1,0l","Lift Apple Spritzer 1,0l inclusive 0,15  € deposit, 3,75  €/L    €3.75",3.75
Chichilas Tex,"Homemade lemonade 0,5l  ","Homemade lemonade 0,5l  6,00  €/L   
with lime, orange and lemon  €3.00",3.0
Chichilas Tex,"Henninger Radler 0,5l  ","Henninger Radler 0,5l  2,5%VOL, incl. 0,15  € deposit, 6,00  €/L     €3.00",3.0
Chichilas Tex,"Desperados 0,33l","Desperados 0,33l  5,9%VOL, incl. 0,08  € deposit, 9,09  €/L  
  €3.00",3.0
Chichilas Tex,"Bitburger 0,5l  ","Bitburger 0,5l  4,8%VOL, incl. 0,08  € deposit, 6,00  €/L  
  €3.00",3.0
Chichilas Tex,"Beck’s Pils 0,5l  ","Beck’s Pils 0,5l  4,9%VOL, incl. 0,08  € deposit, 6,00  €/L  
  €3.00",3.0
Chichilas Tex,"Corona Extra 0,33l","Corona Extra 0,33l  4,5%VOL, incl. 0,08  € deposit, 9,09  €/L  
  €3.00",3.0
Chidoba,Veggie Burrito,Veggie Burritowith homemade guacamole  €8.99,8.99
Chidoba,Vegan Burrito,Vegan Burritowith homemade guacamole  €8.99,8.99
Chidoba,Chicken Burrito,Chicken Burritowith freshly grilled chicken breast strips  €9.69  Popular,9.69
Chidoba,Beef Burrito,Beef Burritowith 100% ground beef  €9.69  Popular,9.69
Chidoba,Steak Burrito,"Steak Burritowith seasoned, grilled fillet steak  €10.99",10.99
Chidoba,Barbacoa Burrito,"Barbacoa Burritospicy
with beef stewed for 12 hours in Adobo marinade  €10.99",10.99
Chidoba,Veggie Salad,Veggie Saladwith homemade guacamole  €8.99,8.99
Chidoba,Chicken Salad,Chicken Saladwith freshly grilled chicken breast strips  €9.69,9.69
Chidoba,Beef Salad,Beef Saladwith 100% ground beef  €9.69,9.69
Chidoba,Steak Salad,"Steak Saladwith seasoned, grilled fillet steak  €10.99",10.99
Chidoba,Veggie Cup,Veggie Cupwith homemade guacamole  €8.99,8.99
Chidoba,Vegan Cup,Vegan Cupwith homemade guacamole  €8.99,8.99
Chidoba,Chicken Cup,Chicken Cup with freshly grilled chicken breast strips  €9.69  Popular,9.69
Chidoba,Beef Cup,Beef Cupwith 100% ground beef  €9.69,9.69
Chidoba,Steak Cup,"Steak Cupwith seasoned, grilled fillet steak  €10.99",10.99
Chidoba,Barbacoa Cup,"Barbacoa Cupspicy
with beef stewed for 12 hours in Adobo marinade  €10.99",10.99
Chidoba,Cheese Quesadilla,Cheese Quesadillawith cheddar and jack cheese  €3.49,3.49
Chidoba,Hot Pepper Quesadilla,"Hot Pepper Quesadillaspicy
with jalapenos
  €3.99",3.99
Chidoba,Veggi Quesadilla,Veggi Quesadillawith fresh bell pepper strips and red onions  €4.39,4.39
Chidoba,Chicken Quesadilla,Chicken Quesadillawith spicy grilled chicken breast strips  €5.39,5.39
Chidoba,Beef Quesadilla,Beef Quesadillawith 100% beef  €5.39,5.39
Chidoba,Verde Tostado,"Verde Tostadovegan
grilled wheat tortilla with fried potato cubes, bell pepper, red onions, fresh guacamole and spicy tomatillo salsa  €5.39",5.39
Chidoba,Sweet Cheese Tostado,"Sweet Cheese Tostadogrilled wheat tortilla with fried potato cubes, chicken and adobada sauce  €5.39",5.39
Chidoba,Beef Cheese Tostado,"Beef Cheese Tostadogrilled wheat tortilla with fried potato cubes, 100% beef, cheddar sauce and sour cream  €5.39",5.39
Chidoba,Chicken Cheese Tostado,"Chicken Cheese Tostadogrilled wheat tortilla with fried potato cubes, chicken, cheddar sauce and sour cream  €5.39",5.39
Chidoba,Chili con Carne,"Chili con Carnechili con carne with 100% beef, beans, corn, sour cream and covered with corn chip strips
  €5.79",5.79
Chidoba,Adobada Chili Cheese Fries,"Adobada Chili Cheese Frieslarge portion of fries covered with chili con carne made from 100% beef, cheddar sauce, adobada sauce and a dip of your choice  €8.19",8.19
Chidoba,Crunchwrap Beef,"Crunchwrap Beefgrilled tortilla filled with 100% beef beef, cheddar sauce, crispy corn tostadas, lettuce, tomatoes and cheddar jack cheese  €8.19  Popular",8.19
Chidoba,Crunchwrap Chicken,"Crunchwrap Chickengrilled tortilla filled with chicken, cheddar sauce, crispy corn tostadas, lettuce, tomatoes and cheddar jack cheese  €8.19  Popular",8.19
Chidoba,Crunchwrap Veggi,"Crunchwrap Veggigrilled tortilla filled with fresh guacamole, cheddar sauce, crispy corn tostadas, lettuce, tomatoes and cheddar jack cheese  €8.19",8.19
Chidoba,Corn Tortilla Chips,Corn Tortilla Chipsfreshly fried chips made from 100% corn flour every day  €1.79,1.79
Chidoba,Cajun Fries,"Cajun Friesspicy, piquant fries with the original chidoba Cajun spices, sour cream or dip of your choice  €4.19",4.19
Chidoba,Pepper Corn Fries,"Pepper Corn Friesfries breaded with corn flour, pepper, sour cream or dip of your choice  €4.19",4.19
Chidoba,Salsa Medium Dip,"Salsa Medium Dipwith freshly diced tomatoes, onions, corn, chili, herbs and spices  €0.99",0.99
Chidoba,Salsa Mild Dip,"Salsa Mild Dipwith freshly diced tomatoes, herbs and spices  €0.99",0.99
Chidoba,Salsa Hot Dip,Salsa Hot Dipsalsa Verde with spicy tomatillos  €0.99,0.99
Chidoba,Sour Cream Dip,Sour Cream Dipnatural sour cream with 12% fat content  €0.99,0.99
Chidoba,Chili Cream Dip,Chili Cream Dipspicy sour cream with chilli spice mix  €0.99,0.99
Chidoba,Sweet Adobada Dip,Sweet Adobada Dipspicy and sweet at the same time with a light smoke aroma  €1.19,1.19
Chidoba,Cheddar Sauce Dip,Cheddar Sauce Dipour hearty and   Popular cheddar cheese sauce  €1.79,1.79
Chidoba,Guacamole Dip,Guacamole Dipdaily homemade with ripe avocados (without garlic)  €2.29,2.29
Chidoba,"Vio Medium 0,25l  ","Vio Medium 0,25l   incl. 0,15  € deposit, 11,61  €/L    €2.79",2.79
Chidoba,"Vio Still 0,25l  ","Vio Still 0,25l   incl. 0,15  € deposit, 11,61  €/L    €2.79",2.79
Chidoba,"Mezzo Mix 0,33l","Mezzo Mix 0,33l  contains caffeine 6,0 mg/100ml, incl. 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Coca-Cola® 0,33l","Coca-Cola® 0,33l  contains caffeine 10,0 mg/100ml, incl. 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Coca-Cola® Light 0,33l","Coca-Cola® Light 0,33l  contains caffeine 12,0 mg/100ml, incl. 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Coca-Cola® Zero 0,33l","Coca-Cola® Zero 0,33l  contains caffeine 10,0 mg/100ml, incl. 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Fanta 0,33l","Fanta 0,33l   inclusive 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Sprite 0,33l","Sprite 0,33l   inclusive 0,15  € deposit, 8,45  €/L    €2.79",2.79
Chidoba,"Fuze Tea Peach 0,3l","Fuze Tea Peach 0,3l   inclusive 0,25  € deposit, 6,25  €/L  
  €3.49",3.49
Chidoba,"Fuze Tea Lemon 0,3l","Fuze Tea Lemon 0,3l   inclusive 0,25  € deposit, 6,25  €/L  
  €3.49",3.49
Chidoba,"Red Bull Energy Drink 0,25l  ","Red Bull Energy Drink 0,25l  contains caffeine 32,0 mg/100 ml, incl. 0,25  € deposit, 14,96  €/L    €3.74",3.74
Chidoba,"Dr. Pepper 0,5l  ","Dr. Pepper 0,5l   inclusive 0,25  € deposit, 7,48  €/L    €3.74",3.74
Chidoba,"Mountain Dew 0,5l  ","Mountain Dew 0,5l   inclusive 0,15  € deposit, 6,98  €/L    €3.74",3.74
Chidoba,"Joe Tea Mango 0,59l","Joe Tea Mango 0,59l9,14  €/L    €5.39",5.39
Chidoba,"Joe Tea Peach 0,59l","Joe Tea Peach 0,59l9,14  €/L    €5.39",5.39
Chidoba,"Joe Tea Lemon 0,59l","Joe Tea Lemon 0,59l 9,14  €/L    €5.39",5.39
Chidoba,"IBC Cream Soda 0,355l  ","IBC Cream Soda 0,355l  inkl. 0,15  € Pfand, 9,97  €/L    €3.49",3.49
Chidoba,"IBC Root Bier 0,35l  ","IBC Root Bier 0,35l  inkl. 0,15  € Pfand, 9,97  €/L    €3.49",3.49
Chidoba,"Corona Extra 0,33l","Corona Extra 0,33l    4,5%VOL, incl. 0,08  € deposit, 13,64  €/L    €4.50",4.5
Ciro il lattaio,Stella di Ciro,"Stella di Cirofor 2 people
cold cuts platter with various cold cuts, focaccia, cocktail tomatoes, buffalo mozzarella and burrata  €25.00",25.0
Ciro il lattaio,Stella di Mare,"Stella di Marestarter platter with various seafood, focaccia, buffalo mozzarella and burrata
  €29.00",29.0
Ciro il lattaio,Insalata Mista Classica,"Insalata Mista Classicamixed green salad with rocket, tomatoes, cucumber, carrots, balsamic vinegar and olive oil  €5.90",5.9
Ciro il lattaio,Insalata di Pomodoro,"Insalata di Pomodoro with tomatoes, celery, red onions, black olives and basil  €6.90",6.9
Ciro il lattaio,Insalata Rucola,"Insalata Rucolawith rocket salad, cherry tomatoes and Parmesan  €7.90",7.9
Ciro il lattaio,Insalata Caprese,"Insalata Capresewith buffalo mozzarella, tomatoes and basil  €9.50",9.5
Ciro il lattaio,Insalata di Ciro,"Insalata di Cirowith iceberg lettuce, buffalo mozzarella, corn, tomatoes, cucumber, olives, tuna and avocado  €12.90",12.9
Ciro il lattaio,Cannelloni alla Ricotta e Spinaci,Cannelloni alla Ricotta e Spinaci in Gorgonzola sauce  €12.90,12.9
Ciro il lattaio,Penne all' Arrabbiata,"Penne all' Arrabbiata with tomato sauce, cherry tomatoes, onions and Calabrian chili  €8.90",8.9
Ciro il lattaio,Ravioli alla Ricotta e Spinaci,Ravioli alla Ricotta e Spinaci in butter with sage sauce  €10.90,10.9
Ciro il lattaio,"Spaghetti Aglio, Olio e Peperoncino","Spaghetti Aglio, Olio e Peperoncino with garlic, olive oil, Calabrian chili parsley  €8.90",8.9
Ciro il lattaio,Spaghetti Carbonara,"Spaghetti Carbonara with Parmesan, guanciale, onions and egg yolks  €10.90",10.9
Ciro il lattaio,Tagliatelle Bolognese,Tagliatelle Bolognese with tomato sauce and minced beef  €9.90,9.9
Ciro il lattaio,Pinsa Pane,"Pinsa Panewith tomato sauce, olive oil and oregano  €5.50",5.5
Ciro il lattaio,Pinsa Margherita,Pinsa Margheritawith tomato sauce and mozzarella  €7.90  Popular,7.9
Ciro il lattaio,Pinsa Salame,"Pinsa Salamewith tomato sauce, mozzarella and salami  €8.90  Popular",8.9
Ciro il lattaio,Pinsa Prosciutto,"Pinsa Prosciuttowith tomato sauce, mozzarella and cooked Italian ham  €8.90  Popular",8.9
Ciro il lattaio,Pinsa Genovese,"Pinsa Genovesewith basil pesto sauce, mozzarella and radicchio  €8.90",8.9
Ciro il lattaio,Pinsa Rucola e Pomodoro,"Pinsa Rucola e Pomodorowith tomato sauce, mozzarella, rocket and cocktail tomatoes  €9.40",9.4
Ciro il lattaio,Pinsa Romana,"Pinsa Romanawith tomato sauce, mozzarella, mushrooms, artichokes and Spinata Romana salami  €10.90",10.9
Ciro il lattaio,Pinsa Tonno e Cipolla,"Pinsa Tonno e Cipollawith tomato sauce, mozzarella, tuna and onions  €9.90",9.9
Ciro il lattaio,Pinsa Stracciatella,Pinsa Stracciatellawith tomato sauce and stracciatella and cheese  €9.90,9.9
Ciro il lattaio,Pinsa Calabrese,"Pinsa Calabresewith tomato sauce, mozzarella, spianata, Calabrese, black olives and Calabrian chili  €10.40  Popular",10.4
Ciro il lattaio,Cacio e pepe,"Cacio e pepewith cheese cream, mozzarella, pepper and spicy bacon  €10.90  Popular",10.9
Ciro il lattaio,Pizza Bolognese,"Pizza Bolognesewith pistachio cream, mozzarella, mortadella and fresh pistachios  €10.90",10.9
Ciro il lattaio,Campi Elisi,"Campi Elisiwith tomato sauce, mozzarella, chili peppers, aubergines and grilled zucchini  €9.90",9.9
Ciro il lattaio,Pinsa Bufalotta,Pinsa Bufalottawith cocktail tomatoes and buffalo mozzarella  €11.90,11.9
Ciro il lattaio,Pinsa Marcantonio,"Pinsa Marcantoniowith rocket, cocktail tomatoes, buffalo mozzarella and parmesan  €12.90",12.9
Ciro il lattaio,Pinsa Mare e Monti,"Pinsa Mare e Montiwith tomato sauce, mozzarella, mushrooms, salmon and spinach  €12.90",12.9
Ciro il lattaio,Pinsa Marlene,"Pinsa Marlenewith cocktail tomatoes, buffalo mozzarella, bresaola, rocket, parmesan and balsamic vinegar  €13.90",13.9
Ciro il lattaio,Tiramisu,Tiramisuhomemade  €4.90,4.9
Ciro il lattaio,Profiteroles,Profiteroles2 pieces  €4.90,4.9
Ciro il lattaio,Cannoli,Cannoli  €3.90,3.9
Ciro il lattaio,"Acqua Morelli Naturale  0,25l  ","Acqua Morelli Naturale  0,25l   inclusive 0,15  € deposit, 9,20  €/L     €2.30",2.3
Ciro il lattaio,"Acqua Morelli Naturale 0,75l  ","Acqua Morelli Naturale 0,75l   inclusive 0,15  € deposit, 7,20  €/L     €5.40",5.4
Ciro il lattaio,"Acqua Morelli Frizzante  0,25l  ","Acqua Morelli Frizzante  0,25l   inclusive 0,15  € deposit, 9,20  €/L     €2.30",2.3
Ciro il lattaio,"Acqua Morelli Frizzante 0,75l  ","Acqua Morelli Frizzante 0,75l   inclusive 0,15  € deposit, 7,20  €/L     €5.40",5.4
Ciro il lattaio,"Coca Cola 0,33l","Coca Cola 0,33l  contains caffeine 10,0 mg / 100 ml, incl. 0,15  € deposit, 8,79  €/L    €2.90",2.9
Ciro il lattaio,"Coca Cola Zero 0,33l","Coca Cola Zero 0,33l  contains caffeine 12,0 mg / 100 ml, incl. 0,15  € deposit, 8,79  €/L    €2.90",2.9
Ciro il lattaio,"Coca Cola Light 0,33l","Coca Cola Light 0,33l  contains caffeine 12,0 mg / 100 ml, incl. 0,15  € deposit, 8,79  €/L    €2.90",2.9
Ciro il lattaio,"ViO Organic Spritzer Apple 0,33l","ViO Organic Spritzer Apple 0,33l   inclusive 0,15  € deposit, 8,79  €/L     €2.90",2.9
Ciro il lattaio,"ViO Organic Spritzer Currant 0,33l","ViO Organic Spritzer Currant 0,33l   inclusive 0,15  € deposit, 8,79  €/L     €2.90",2.9
Ciro il lattaio,"ViO Bio Spritzer Rhabarber 0,33l","ViO Bio Spritzer Rhabarber 0,33l   inclusive 0,15  € deposit, 8,79  €/L     €2.90",2.9
Ciro il lattaio,"Vio Bio Limo Orange 0,33l","Vio Bio Limo Orange 0,33l   inclusive 0,15  € deposit, 8,79  €/L     €2.90",2.9
Ciro il lattaio,"Orangina Orange 0,25l  ","Orangina Orange 0,25l   inclusive 0,15  € deposit, 11,60  €/L     €2.90",2.9
Ciro il lattaio,"Orangina Rouge 0,25l  ","Orangina Rouge 0,25l   inclusive 0,15  € deposit, 11,60  €/L     €2.90",2.9
Ciro il lattaio,"AriZona Iced Tea Peach 0,5l  ","AriZona Iced Tea Peach 0,5l   inclusive 0,15  € deposit, 7,80  €/L     €3.90",3.9
Ciro il lattaio,"AriZona Iced Tea Pomegranate 0,5l  ","AriZona Iced Tea Pomegranate 0,5l   inclusive 0,15  € deposit, 7,80  €/L     €3.90",3.9
Ciro il lattaio,"Arizona Blueberry Iced Tea 0,5l  ","Arizona Blueberry Iced Tea 0,5l   inclusive 0,15  € deposit, 7,80  €/L     €3.90",3.9
Ciro il lattaio,"Clausthaler Alcohol-Free 0,33l","Clausthaler Alcohol-Free 0,33l  <0,5%VOL, incl. 0,08  € deposit, 9,09  €/L  
  €3.00",3.0
Ciro il lattaio,"Schöfferhofer Alcohol-Free 0,5l  ","Schöfferhofer Alcohol-Free 0,5l  <0,5%VOL, incl. 0,08  € deposit, 9,00  €/L    €4.50",4.5
Ciro il lattaio,"Schöfferhofer Grapefruit 0,5l  ","Schöfferhofer Grapefruit 0,5l  <0,4%VOL, incl. 0,08  € deposit, 9,00  €/L    €3.50",3.5
Ciro il lattaio,"Peroni Nastro Azzurro 0,33l","Peroni Nastro Azzurro 0,33l  5,1%VOL, incl. 0,08  € deposit, 9,09  €/L  
  €3.00",3.0
Ciro il lattaio,"Birra Moretti 0,33l","Birra Moretti 0,33l  4,6%VOL, incl. 0,08  € deposit, 9,09  €/L  
  €3.00",3.0
Ciro il lattaio,"Moretti Radler 0,33l","Moretti Radler 0,33l  2,0%VOL, incl. 0,08  € deposit, 9,09  €/L     €3.00",3.0
Ciro il lattaio,"Radeberger Pilsner 0,33l","Radeberger Pilsner 0,33l  4,8%VOL, incl. 0,08  € deposit, 9,09  €/L     €3.00",3.0
Ciro il lattaio,"Schöfferhofer Crystal 0,5l  ","Schöfferhofer Crystal 0,5l  5,0%VOL, incl. 0,08  € deposit, 9,00  €/L  
  €4.50",4.5
Ciro il lattaio,"Schöfferhofer Dark 0,5l  ","Schöfferhofer Dark 0,5l  5,0%VOL, incl. 0,08  € deposit, 9,00  €/L  
  €4.50",4.5
Ciro il lattaio,"Schöfferhofer Naturtrüb 0,5l  ","Schöfferhofer Naturtrüb 0,5l  5,0%VOL, incl. 0,08  € deposit, 9,00  €/L  
  €4.50",4.5
Ciro il lattaio,"Casal Busol Pinot Grigio Garganega delle Venezie 0,75l  ","Casal Busol Pinot Grigio Garganega delle Venezie 0,75l  12,50%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Le Morette Mandolara Lugana 0,75l  ","Le Morette Mandolara Lugana 0,75l  12,50%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Lenotti Colle dei Tigli Bianco del Veneto 0,75l  ","Lenotti Colle dei Tigli Bianco del Veneto 0,75l  12,50%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Casal Busól Chiaretto Bardolino Classico 0,75l  ","Casal Busól Chiaretto Bardolino Classico 0,75l  12,00%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Paolo Leo Primitivo di Manduria DOC Passo del Cardinale 0,75l  ","Paolo Leo Primitivo di Manduria DOC Passo del Cardinale 0,75l  14,00%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Lenotti Veneto Rosso Passo Rosso 0,75l  ","Lenotti Veneto Rosso Passo Rosso 0,75l  12,50%VOL, 26,53  €/L    €19.90",19.9
Ciro il lattaio,"Fosso Corno Il Grande Montepulciano d'Abruzzo 0,75l  ","Fosso Corno Il Grande Montepulciano d'Abruzzo 0,75l  13,50%VOL, 26,53  €/L    €19.90",19.9
comai,Veggie Rolle,"Veggie Rollefrisch gerollte Sommerrolle, gefüllt mit Tofu, Zitronengras, knusprigen Süßkartoffeln, frischen Kräutern und hausgemachtem Erdnuss-Dip  €2.90",2.9
comai,Sommerrolle,"Sommerrollefrisch gerollte Sommerrolle, gefüllt mit Garnelen, Schweinefleisch, frischen Kräutern und hausgemachtem Erdnuss-Dip  €3.30",3.3
comai,Glücksrolle,"Glücksrollefrisch gerollte Sommerrolle, gefüllt mit gebratenem Lachsfilet, frischen Kräutern und hausgemachtem Tamarind-Dip  €3.30",3.3
comai,Liebesrolle,"Liebesrollefrisch gerollte Sommerrolle, gefüllt mit Ente, Mango, frischen Kräutern und hausgemachtem Tamarind-Dip  €3.30",3.3
comai,Cha Gio,"Cha Gio3 Stück
hausgemachte Frühlingsrollen gefüllt mit Glasnudeln, Gemüse, frischen Kräutern und hausgemachtem Limetten-Dip  €4.90",4.9
comai,Goi Mien,"Goi Mienleicht scharf
frischer Glasnudelsalat mit Hähnchen, frischen Kräutern, Erdnüssen und hausgemachtem Limetten-Chili- Dressing  €8.50",8.5
comai,Goi Xoai,"Goi Xoaifruchtiger Mangosalat mit Garnelen, Röstzwiebeln und hausgemachtem Limetten-Dressing  €8.90",8.9
comai,Bun Ga Chien,"Bun Ga Chienknusprige Hähnchenstreifen auf lauwarmen Reisnudeln mit Gurken, frischen Kräutern, Erdnüssen, Röstzwiebeln und würzigem Limetten-Dressing  €11.50Obľúbené",11.5
comai,Cari Bo,"Cari Boleicht scharf
zarte Rindersteakstreifen in grünem Kokos-Curry mit Süßkartoffeln, Kartoffeln, Cashewkernen, Trauben, abgeschmeckt mit Limettenblättern, Zitronengras und Duftreis  €12.00Obľúbené",12.0
comai,Bo Sot Me,"Bo Sot Mezarte Rindersteakstreifen geschwenkt in Tamarindensoße mit Zucchini, Buschbohnen, Karotten, verfeinert mit frischen Kräutern und Duftreis  €13.50Obľúbené",13.5
comai,Udon Tom Sot Ca,"Udon Tom Sot Caleicht scharf
gebratene Garnelen in einer Tomaten-Chili-Soße mit Udon Nudeln, Pak-Choi, Pilzen, Lauch, Zwiebeln, verfeinert mit Röstzwiebeln und frischen Kräutern  €13.00",13.0
